"CLASIFICACIÓN ÚNICA DE OCUPACIONES
PARA COLOMBIA
1;11120;Directores del gobierno / Directoras del gobierno;6;Dirigir, asesorar e implementar en su calidad de director de gobierno a los administradores, funcionarios y de los órganos que de ellos dependen en cuanto a la interpretación y aplicación de la política del gobierno.;
1;11120;Directores del gobierno / Directoras del gobierno;7;Hacer presentaciones ante comisiones legislativas y otros órganos de la administración pública en materia de políticas, programas o presupuestos.;
1;11120;Directores del gobierno / Directoras del gobierno;8;Supervisar la interpretación y aplicación de las políticas gubernamentales y de la legislación por departamentos y organismos gubernamentales.;
1;11120;Directores del gobierno / Directoras del gobierno;9;Planear, organizar, dirigir y controlar las actividades de la policía.;
1;11120;Directores del gobierno / Directoras del gobierno;10;Desarrollar e implementar políticas y procedimientos de policía.;
1;11120;Directores del gobierno / Directoras del gobierno;11;Velar por las investigaciones policivas y garantizar que los procedimientos sean conducidos según las leyes y regulaciones.;
1;11120;Directores del gobierno / Directoras del gobierno;12;Estudiar los ascensos, transferencias y acciones disciplinarias.;
1;11120;Directores del gobierno / Directoras del gobierno;13;Asesorar a políticos o diplomáticos sobre los efectos sociales, económicos y políticos de las decisiones del gobierno colombiano o extranjero.;
1;11120;Directores del gobierno / Directoras del gobierno;14;Coordinar la logística y vigilar el desarrollo de procesos electorales para asegurar que los procedimientos de votación se lleven a cabo de conformidad con las normas.;
1;11120;Directores del gobierno / Directoras del gobierno;15;Planear, dirigir y supervisar la formación, entrenamiento, rendimiento, selección y contratación del personal a cargo.;
1;11120;Directores del gobierno / Directoras del gobierno;16;Representar oficialmente al estado en lo de su competencia o delegar en representantes para que actúe en nombre de ella en audiencias públicas, medios de comunicación u otras funciones oficiales.;
1;11120;Directores del gobierno / Directoras del gobierno;17;Desempeñar funciones afines.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;1;"Establecer objetivos de la organización de acuerdo con políticas estatales y leyes establecidas por los cuerpos legislativos; formular y aprobar programas y procedimientos conjuntamente con comités principales.";
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;2;Gobernar y administrar territorios indígenas conforme a sus costumbres y constitución.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;3;Garantizar el desarrollo e implementación de sistemas y procedimientos apropiados para el control presupuestal.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;4;Solucionar y sancionar los conflictos y las violaciones a las reglas y costumbres que se presenten entre los miembros de la comunidad o etnia.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;5;Representar a su comunidad o etnia en los consejos locales o regionales e incluso ante otros gobiernos de carácter municipal, regional, nacional o internacional o de su competencia.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;6;Informar y garantizar el cumplimiento de las normas, disposiciones y los proyectos que rigen a los miembros de la comunidad .;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;7;Recoger y distribuir entre las familias de la comunidad el excedente de producción o del usufructo de la tierra y demás recursos comunales.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;8;Dirigir y organizar las ceremonias que tengan lugar en relación con los nacimientos, los matrimonios, las defunciones, las cosechas y las fiestas tradicionales.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;9;Asesorar a los órganos del poder público.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;10;Coordinar con otros directores y funcionarios las actividades que lo requieran.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;11;Elaborar y presentar a los cuerpos legislativos y otras instancias, planes programas y presupuestos.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;12;Dirigir, asesorar, interpretar e implementar las políticas de gobierno.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;13;Supervisar a otros trabajadores.;
1;11130;Jefes de comunidades étnicas / Jefas de comunidades étnicas;14;Desempeñar funciones afines.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);1;Planear, formular, establecer y ejecutar las políticas, los objetivos, los estatutos y los reglamentos de organizaciones de membresía como partidos políticos, organizaciones sindicales, asociaciones de profesionales, comerciales, gremiales, entre otros de acuerdo con políticas estatales y leyes establecidas.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);2;Representar a la organización o delegar en representantes para que actúen en nombre de ella o de sus miembros y de sus clientes en negociaciones u otras funciones oficiales.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);3;Planificar y organizar campañas, eventos, grupos de trabajo, proyectos y establecer procedimientos para cumplir los objetivos establecidos por la administración principal en la organización de membresía como partidos políticos, organizaciones sindicales, asociaciones de profesionales, comerciales y gremiales.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);4;Asesorar a los órganos del poder público.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);5;Planificar, organizar, asignar y dirigir las actividades de grupos encargados de vigilar y controlar el manejo del presupuesto, la aplicación de las políticas, los estatutos y los reglamentos de la organización política.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);6;Contratar, coordinar y asesorar a directores y otros trabajadores sobre la prestación de servicios y programas al público en general, de organizaciones de membresía como partidos políticos, organizaciones sindicales, asociaciones de profesionales, comerciales y gremiales.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);7;Elaborar y presentar a los cuerpos legislativos y otras instancias, planes programas y presupuestos.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);8;Preparar y proclamar arengas o discursos en sitios públicos.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);9;Proteger y defender los intereses de la organización y de sus miembros ante los cuerpos legislativos, el gobierno y el público en general.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);10;Implementar políticas de gobierno.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);11;Ejercer la representación legal de organizaciones de membresía como partidos políticos, organizaciones sindicales, asociaciones de profesionales, comerciales y gremiales con el propósito de servir de enlace o vocero ante el gobierno.;
1;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);12;Desempeñar funciones afines.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;1;Planear, dirigir y coordinar el funcionamiento general de departamentos o divisiones regionales de una empresa u organización y autorizar el nombramiento de directores, subdirectores y otros ejecutivos de su competencia.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;2;Examinar y supervisar el desarrollo, cumplimiento y resultados de las operaciones de la empresa u organización y dar cuenta de los procedimientos apropiados para el control presupuestal a las juntas directivas y demás órganos rectores.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;3;Formular, establecer, evaluar y aprobar los programas y procedimientos conjuntamente con comités principales para la aplicación de las políticas estatales y leyes en conjunción o consulta con el gobierno.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;4;Asumir el liderazgo general y la gestión de la empresa u organización.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;5;Desarrollar, establecer e implementar los presupuestos, la asignación de fondos, el control administrativo y financiero de acuerdo con las políticas y los programas para garantizar el uso eficiente de los recursos.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;6;Organizar, autorizar, supervisar y evaluar el funcionamiento de la organización o empresa de los principales departamentos y la categoría del personal con los objetivos y las políticas establecidas.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;7;Consultar con el personal de alto nivel subalterno y revisar las recomendaciones y los informes.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;8;Asegurar que la organización cumpla con las leyes y los reglamentos en vigor.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;9;"Representar a la organización o delegar en representantes para que actúen en nombre de ella en actos oficiales, reuniones de juntas directivas, negociaciones y en convenciones; seminarios, audiencias públicas, foros u otras funciones oficiales.";
1;11200;Directores y gerentes generales / Directoras y gerentas generales;10;Planear, dirigir y supervisar la formación, el entrenamiento, el rendimiento, la selección y la contratación del personal de acuerdo con políticas y normativa de la empresa.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;11;Dirigir estrategias de implementación de procesos de gestión catastral con enfoque multipropósito, en concordancia con los estándares y lineamientos técnicos establecidos en la normativa vigente.;
1;11200;Directores y gerentes generales / Directoras y gerentas generales;12;Desempeñar funciones afines.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;1;Planear, analizar y coordinar las operaciones financieras e información contable de una empresa u organización de acuerdo con normativa financiera y de auditoría.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;2;Desarrollar, establecer y gestionar los presupuestos, riesgos del sistema de control contable y financiero, controlar los gastos y suministros, garantizar el uso eficiente de los equipos y recursos de acuerdo con procedimientos técnicos y normativa financiera y de auditoría.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;3;Consultar con el gerente general y directores de otros departamentos o secciones para identificar oportunidades de mejora y optimización los diferentes procesos financieros y contables de acuerdo con procedimientos técnicos y normativa financiera y de auditoría.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;4;Desarrollar, establecer y gestionar los presupuestos, sistemas de gestión, planes, programas y controlar los gastos financieros, garantizar el uso eficiente de los equipos y recursos.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;5;Realizar seguimiento a los informes de auditoría financiera de acuerdo con estándares de calidad internos y normativas.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;6;Revisar el cumplimiento de los sistemas de gestión según el marco estratégico y la normativa financiera y de auditoría.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;7;Analizar y supervisar flujo de efectivo de acuerdo con procedimientos técnicos, planeación presupuestal y políticas institucionales.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;8;Establecer, dirigir y supervisar los procedimientos operativos y administrativos del departamento u organización .;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;9;Representar a la organización, departamento o delegar en representantes para que actúe en nombre de ella en negociaciones, convenciones, seminarios, audiencias públicas, medios de comunicación, foros u otras funciones oficiales.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;10;Planear, dirigir y supervisar la formación, el entrenamiento, el rendimiento, la selección y la contratación del personal de acuerdo con políticas y normativa de la empresa o el departamento.;
1;12111;Directores y gerentes financieros / Directoras y gerentas financieras;11;Desempeñar funciones afines.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;1;Planear, organizar, dirigir y controlar operaciones de un establecimiento o departamento que provee seguros de cualquier tipo: de vida, contra incendio, automóviles, propiedades, entre otros.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;2;Planear, organizar, dirigir y controlar operaciones de un establecimiento o departamento que compra, vende y arrienda propiedades residenciales y comerciales de los clientes.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;3;Planear, organizar, dirigir y controlar operaciones de un establecimiento o departamento que compra y vende bonos, títulos, acciones y hace otros tipos de inversión a nombre de una empresa o del cliente particular.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;4;Desarrollar, establecer, gestionar y evaluar los presupuestos, la situación financiera e informes y controlar los gastos, garantizar el uso eficiente de los equipos y recursos .;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;5;Consultar con el gerente general y los directores de otros departamentos o secciones para identificar oportunidades de mejora y optimización los diferentes procesos financieros y contables de acuerdo con procedimientos técnicos y normativa financiera y de auditoría.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;6;Planear, gestionar y dirigir los procedimientos operativos y administrativos de acuerdo con normativa financiera y de auditoría.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;7;Representar a la organización, el departamento o la institución o delegar en representantes para que actúe en nombre de ella en negociaciones, convenciones, seminarios, audiencias públicas, medios de comunicación, foros u otras funciones oficiales.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;8;Planear, dirigir y supervisar la formación, el entrenamiento, el rendimiento, la selección y la contratación del personal de acuerdo con políticas y normativa de la empresa o el departamento.;
1;12112;Directores y gerentes de seguros, bienes raíces y corretaje financiero / Directoras y gerentas de seguros, bienes raíces y corretaje financiero;9;Desempeñar funciones afines.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;1;Planear, organizar y coordinar operaciones de banca, fondos de inversión, crédito e inversiones y otras actividades relacionadas.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;2;Planear, gestionar y dirigir los procedimientos operativos y administrativos de acuerdo con normativa financiera y de auditoría.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;3;Planear e implementar estrategias para promover líneas de crédito, inversión y otros servicios bancarios para atraer clientes individuales y corporativos.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;4;Desarrollar, establecer, gestionar y evaluar los presupuestos, la situación financiera y los informes, controlar los gastos y suministros, garantizar el uso eficiente de los equipos, los recursos y las instalaciones.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;5;Analizar, evaluar y supervisar informes financieros que se presentan periódicamente .;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;6;Asegurar el cumplimiento de las políticas comerciales y los procedimientos de crédito, la administración de los negocios fiduciarios y de gestión de las inversiones de acuerdo con pautas establecidas.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;7;Consultar con el gerente general y los directores de otros departamentos o secciones para identificar oportunidades de mejora y optimización los diferentes procesos financieros y contables de acuerdo con procedimientos técnicos y normativa financiera y de auditoría.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;8;Planear, dirigir y supervisar la formación, el entrenamiento, el rendimiento, la selección y la contratación del personal de acuerdo con políticas y normativa de la empresa o el departamento.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;9;Representar a la organización, el departamento o la institución o delegar en representantes para que actúe en nombre de ella en negociaciones, convenciones, seminarios, audiencias públicas, medios de comunicación, foros u otras funciones oficiales.;
1;12113;Directores y gerentes de banca, crédito e inversiones / Directoras y gerentas de banca, crédito e inversiones;10;Desempeñar funciones afines.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;1;Planear, dirigir y controlar actividades de departamentos de personal o talento humano según normativa y políticas organizacionales.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;2;Planear e implementar políticas y procesos de reclutamiento, contratación, evaluación, formación, entrenamiento, movilidad y desvinculación del personal de acuerdo con normativa, marco estratégico y procedimientos de la organización.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;3;Planear y organizar manuales de funciones, políticas de compensación, beneficios, procedimientos sobre fijación de la escala y los niveles salariales según procedimientos y normativa.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;4;Supervisar y verificar el cumplimiento del reglamento interno de trabajo y los programas de salud, seguridad y bienestar de acuerdo con políticas y normativa.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;5;Planear, administrar y controlar los presupuestos y contratos asociados al talento humano de acuerdo con políticas de la organización.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;6;Establecer, organizar y dirigir los procedimientos operativos, administrativos y las estrategias de comunicación organizacional según marco estratégico.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;7;Coordinar la implementación de los sistemas de información asociados a los procesos de la gestión del talento humano.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;8;Negociar acuerdos colectivos y mediar las relaciones laborales que mantengan un buen clima organizacional según normativa.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;9;Elaborar informes de gestión del talento humano de acuerdo con lineamientos organizacionales.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;10;Coordinar programas de evaluación del desempeño de acuerdo con normativa.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;11;Consultar y asesorar a la alta dirección, responsables de otros departamentos y colaboradores sobre la interpretación y administración de políticas y programas de talento humano de acuerdo con normativa y lineamientos organizacionales.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;12;Implementar manuales de funciones, estructurar planta de personal y programas de capacitación y desarrollo.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;13;Orientar y garantizar el cumplimiento de las normas legislativas relacionadas con los derechos de los empleados, salud, seguridad, igualdad de oportunidades y cuestiones conexas .;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;14;Verificar las novedades de nómina y el pago de seguridad social de acuerdo con normativa.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;15;Dirigir y controlar la formación, el entrenamiento, la programación, el rendimiento, la selección y la contratación del personal de acuerdo con políticas y normativa de la organización.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;16;Representar el departamento, la empresa y la organización en las relaciones con entidades externas.;
1;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;17;Desempeñar funciones afines.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;1;Planear, administrar y coordinar las investigaciones y el análisis de política, proyectos y programas de desarrollo económico y social.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;2;Elaborar, coordinar, aplicar y supervisar planes, programas y procedimientos estratégicos para lograr las metas, los objetivos, las normas de trabajo y proporcionar asesoría a otros funcionarios.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;3;Organizar y dirigir grupos de trabajo, comités de evaluación de proyectos, programas y los procedimientos para cumplir los objetivos establecidos por la administración principal.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;4;Consultar y asesorar con la alta dirección y con los directivos de otros departamentos de desarrollo económico u otro personal que administre programas para promover inversiones comerciales e industriales, en áreas rurales y urbanas.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;5;Planear, administrar y controlar el presupuesto, medidas de rendición de cuentas para el manejo de política, proyectos y programas de desarrollo económico y social.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;6;Dirigir, asesorar y supervisar al personal que hace investigación económica, preparan informes o administran programas en áreas como impuestos, comercio internacional, transporte o agricultura.;
1;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;7;Planear, dirigir y supervisar la formación, el entrenamiento, el rendimiento, la selección y la contratación del personal según políticas de la institución, el centro o el departamento.;
